id,created_at_utc,tweet_text,tweet_url,geo_coordinates,fav_count_or_likes,retweet_count,author_location,author_geo_coordinates,author_followers_count,author_screen_name,author_fav_count,geo,retweeted,source url,source,mapping_location
1071968820930203650,2018-12-10 03:24:17,"Hot dating wait you -&gt;&gt;&gt; https://t.co/u8PteYYy9i

#wegmans #freeparking #grandrounds #fibroids #morcellation #boise #teenagers #menstrualhygiene #infertilityawareness #iui https://t.co/67gZA8R081",www.twitter.com/ciicritenfor/status/1071968820930203650,,0,0,,,0,ciicritenfor,0,,False,https://mobile.twitter.com,Twitter Lite,"-69.942848,37.176654"
1071946197202595840,2018-12-10 01:54:23,"preparing chicken soup for my family I poured Wegmans Chicken broth, allegedly “organic” in the pot and some kind of tissue came out. I open the box and I found more...I’m throwing out the soup. Where is the quality control ? GROSS !! #wegmans https://t.co/jnujt6sE8G",www.twitter.com/DianaSwidler/status/1071946197202595840,,0,0,,,2,DianaSwidler,2,,False,http://twitter.com/download/iphone,Twitter for iPhone,"-69.942848,37.176654"
1071876035656863744,2018-12-09 21:15:36,"Wegmans Grocery Deals 12/9-12/16:  FREE Bob's Red Mill Cereal, $1.04 Pace Salsa, $1.19 Argo Corn Starch &amp; more -https://t.co/CN3QJipLWk

#wegmans #couponmatchups https://t.co/lEiggdOGxM",www.twitter.com/coupns4urfamily/status/1071876035656863744,,0,0,"Buffalo, New York","{'lng': -78.8783689, 'lat': 42.88644679999999}",7034,coupns4urfamily,616,,False,http://www.couponsforyourfamily.com/,CouponsForYourFamily Nextscripts,"-78.8783689,42.88644679999999"
1071823926580391937,2018-12-09 17:48:32,"I kinda love this. #marketing #buffalo #wegmans #readyforsnow @ Williamsville, New York https://t.co/OZTJzxUfN8",www.twitter.com/cathylanski/status/1071823926580391937,"{'coordinates': [-78.7449, 42.96286], 'type': 'Point'}",0,0,Buffalo,"{'lng': -78.8783689, 'lat': 42.88644679999999}",593,cathylanski,18292,"{'coordinates': [42.96286, -78.7449], 'type': 'Point'}",False,http://instagram.com,Instagram,"-78.7449,42.96286"
1071789311916417024,2018-12-09 15:30:59,I am so sick of #Wegmans giant blast of air on top of my head and into my eyes walking into the store.,www.twitter.com/grinnpidgeon/status/1071789311916417024,,0,0,"Erie, PA","{'lng': -80.085059, 'lat': 42.12922409999999}",560,grinnpidgeon,8405,,False,https://about.twitter.com/products/tweetdeck,TweetDeck,"-80.085059,42.12922409999999"
1071749027153276929,2018-12-09 12:50:54,So this happened to me at #Wegmans yesterday. I’m bruised and sprained but they were kind enough to replace my lunch. https://t.co/LULfrreaWv,www.twitter.com/MarkPentaDraws/status/1071749027153276929,,1,0,"Framingham, MA","{'lng': -71.4161565, 'lat': 42.279286}",383,MarkPentaDraws,479,,False,http://twitter.com/download/iphone,Twitter for iPhone,"-71.4161565,42.279286"
1071642237065404417,2018-12-09 05:46:34,"Blurry Face.
.
#photooftheday #photography #justkeepingitwiththefam #wegmans #streetphotography #mobilephotography #googlepixel2 #teampixel #shotonpixel2 #shotonpixel #street #artofvisuals #moodygrams #illgrammers #gameoftones #lowlight #nightphotography… https://t.co/qOJljjnnwM https://t.co/5auygBV0dD",www.twitter.com/JulianZehr/status/1071642237065404417,,1,0,"New York, USA","{'lng': -74.0059728, 'lat': 40.7127753}",273,JulianZehr,4045,,False,https://ifttt.com,IFTTT,"-74.0059728,40.7127753"
1071636157426008064,2018-12-09 05:22:24,"RT @uwoftc: Head on over to @Wegmans in #Natick tomorrow (12/9) for Breakfast with #Santa from 8:30-11am! 
#MetroWest #Framingham #communit…",www.twitter.com/PaulMina5/status/1071636157426008064,,0,1,"Massachusetts, USA","{'lng': -71.3824374, 'lat': 42.4072107}",43,PaulMina5,335,,False,http://twitter.com/download/iphone,Twitter for iPhone,"-71.3824374,42.4072107"
1071576157785604102,2018-12-09 01:23:59,"Won’t be eating @Wegmans salad bar again for a while 🤢🤮 Thought it was brown lettuce at 1st, picked it out with my fingers before I realized, then dropped it right back into the salad. #nope #critter in my #food 🙅🏻‍♀️ #salad #salads #ExtraProtein #NoThanks #BugInMyFood #Wegmans https://t.co/tcYYmYFZdV",www.twitter.com/lateNwrong/status/1071576157785604102,,0,0,In Front of My Laptop,,81,lateNwrong,346,,False,http://twitter.com/download/iphone,Twitter for iPhone,"-69.942848,37.176654"
1071539792674996230,2018-12-08 22:59:29,"This is my hometown Wegmans store...soon Cary NC, soon - I've been waiting a long time for Wegmans to come to NC...""1968: First Syracuse-area Wegmans opens, hopes to 'earn our place' in the community"" https://t.co/g7s7Jf8uDe #wegmans #cary #raleigh #syracuse",www.twitter.com/jasondburke/status/1071539792674996230,,0,0,"Cary, NC","{'lng': -78.7811169, 'lat': 35.79154}",146,jasondburke,380,,False,http://twitter.com,Twitter Web Client,"-78.7811169,35.79154"
